name,year,selling_price,price,transmission,owner
Skoda Rapid 1.6 MPI AT Ambition BSIV,2019,835000,55110,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,42570,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Style Plus,2016,675000,44550,Automatic,First Owner
Skoda Rapid 1.6 MPI Elegance,2012,385000,25410,Manual,First Owner
Skoda Rapid 1.6 TDI Ambition Plus,2013,455000,30030,Manual,First Owner
Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,25080,Manual,First Owner
Skoda Rapid 1.6 TDI Elegance,2012,500000,33000,Manual,First Owner
Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017,900000,59400,Automatic,First Owner
Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,19470,Manual,First Owner
Skoda Superb Elegance 1.8 TSI AT,2013,500000,33000,Automatic,First Owner
Skoda Superb Elegance 2.0 TDI CR AT,2013,600000,39600,Automatic,First Owner
Skoda Superb LK 1.8 TSI AT,2018,1864999,123090,Automatic,First Owner
Skoda Yeti Ambition 4WD,2011,600000,39600,Manual,First Owner
Tata Bolt Quadrajet XE,2017,450000,29700,Manual,First Owner
Tata Bolt Quadrajet XE,2019,660000,43560,Manual,First Owner
Tata Bolt Quadrajet XE,2016,400000,26400,Manual,First Owner
Tata Bolt Quadrajet XM,2017,600000,39600,Manual,First Owner
Tata Bolt Revotron XE,2015,299000,19734,Manual,First Owner
Tata Bolt Revotron XE,2017,350000,23100,Manual,First Owner
Tata Bolt Revotron XM,2015,330000,21780,Manual,First Owner
Tata Harrier XZ,2019,1650000,108900,Manual,First Owner
Tata Harrier XZ BSIV,2019,1700000,112200,Manual,First Owner
Tata Harrier XZ Dark Edition BSIV,2019,1630000,107580,Manual,First Owner
Tata Harrier XZ Plus,2020,1650000,108900,Manual,First Owner
Tata Hexa XE,2019,1250000,82500,Manual,First Owner
Tata Hexa XE,2018,1250000,82500,Manual,First Owner
Tata Hexa XE,2017,850000,56100,Manual,First Owner
Tata Hexa XM,2017,1200000,79200,Manual,First Owner
Tata Hexa XM,2018,1300000,85800,Manual,First Owner
Tata Hexa XT,2018,1525000,100650,Manual,First Owner
Tata Hexa XT,2017,1282000,84612,Manual,First Owner
Tata Hexa XTA,2017,1380000,91080,Automatic,First Owner
Tata Indica DLS,2003,50000,3300,Manual,First Owner
Tata Indica DLS,2006,170000,11220,Manual,First Owner
Tata Indica DLX,2003,40000,2640,Manual,First Owner
Tata Indica GLS BS IV,2009,110000,7260,Manual,First Owner
Tata Indica V2 DL BSIII,2007,90000,5940,Manual,First Owner
Tata Indica V2 DLE BSIII,2007,200000,13200,Manual,First Owner
Tata Indica V2 DLS,2011,100000,6600,Manual,First Owner
Tata Indica V2 DLS TC,2008,100000,6600,Manual,First Owner
Tata Indica V2 DLX BSII,2011,110000,7260,Manual,First Owner
Tata Indica V2 eLS,2018,250000,16500,Manual,First Owner
Tata Indica V2 eLS,2014,160000,10560,Manual,First Owner
Tata Indica V2 eLS,2017,290000,19140,Manual,First Owner
Tata Indica V2 eLX,2014,160000,10560,Manual,First Owner
Tata Indica V2 eXeta GLS,2006,110000,7260,Manual,First Owner
Tata Indica V2 GLX BSIII,2012,200000,13200,Manual,First Owner
Tata Indica V2 LSi,2012,75000,4950,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet,2010,175000,11550,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2010,180000,11880,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,200000,13200,Manual,First Owner
Tata Indica Vista Aqua 1.4 TDI,2009,120000,7920,Manual,First Owner
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,150000,9900,Manual,First Owner
Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,2010,300000,19800,Manual,First Owner
Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,100000,6600,Manual,First Owner
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2010,250000,16500,Manual,First Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,229999,15180,Manual,First Owner
Tata Indica Vista Quadrajet 90 VX,2013,200000,13200,Manual,First Owner
Tata Indica Vista Quadrajet LS,2013,120000,7920,Manual,First Owner
Tata Indica Vista Quadrajet LS,2012,240000,15840,Manual,First Owner
Tata Indica Vista Quadrajet VX,2012,130000,8580,Manual,First Owner
Tata Indica Vista Quadrajet VX Tech,2014,225000,14850,Manual,First Owner
Tata Indica Vista Quadrajet ZX,2012,250000,16500,Manual,First Owner
Tata Indica Vista TDI LS,2013,170000,11220,Manual,First Owner
Tata Indica Vista TDI LS,2015,285000,18810,Manual,First Owner
Tata Indica Vista TDI LS,2011,110000,7260,Manual,First Owner
Tata Indica Vista TDI LS,2014,250000,16500,Manual,First Owner
Tata Indica Vista TDI LX,2014,400000,26400,Manual,First Owner
Tata Indica Vista TDI LX,2011,210000,13860,Manual,First Owner
Tata Indica Vista TDI LX,2012,260000,17160,Manual,First Owner
Tata Indica Vista TDI LX,2013,275000,18150,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2011,200000,13200,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011,180000,11880,Manual,First Owner
Tata Indigo CR4,2012,300000,19800,Manual,First Owner
Tata Indigo CR4,2011,200000,13200,Manual,First Owner
Tata Indigo CR4,2013,250000,16500,Manual,First Owner
Tata Indigo CS eGLS BS IV,2013,250000,16500,Manual,First Owner
Tata Indigo CS eGLS BS IV,2017,362000,23892,Manual,First Owner
Tata Indigo CS eLS BS IV,2012,220000,14520,Manual,First Owner
Tata Indigo CS eLX BS IV,2017,385000,25410,Manual,First Owner
Tata Indigo CS eLX BS IV,2012,259000,17094,Manual,First Owner
Tata Indigo CS eLX BS IV,2010,320000,21120,Manual,First Owner
Tata Indigo CS eLX BS IV,2011,150000,9900,Manual,First Owner
Tata Indigo CS eVX,2012,300000,19800,Manual,First Owner
Tata Indigo CS GLX BS III,2008,250000,16500,Manual,First Owner
Tata Indigo CS LE (TDI) BS-III,2013,250000,16500,Manual,First Owner
Tata Indigo CS LS (TDI) BS III,2013,175000,11550,Manual,First Owner
Tata Indigo CS LS (TDI) BS-III,2016,375000,24750,Manual,First Owner
Tata Indigo CS LS (TDI) BS-III,2015,350000,23100,Manual,First Owner
Tata Indigo CS LS (TDI) BS-III,2014,300000,19800,Manual,First Owner
Tata Indigo CS LS (TDI) BS-III,2013,250000,16500,Manual,First Owner
Tata Indigo CS LX (TDI) BS III,2013,200000,13200,Manual,First Owner
Tata Indigo CS LX (TDI) BS III,2009,150000,9900,Manual,First Owner
Tata Indigo CS LX (TDI) BS III,2010,200000,13200,Manual,First Owner
Tata Indigo CS LX (TDI) BS-III,2016,260000,17160,Manual,First Owner
Tata Indigo CS LX (TDI) BS-III,2017,450000,29700,Manual,First Owner
Tata Indigo CS LX DiCOR,2010,140000,9240,Manual,First Owner
Tata Indigo eCS GLS,2013,210000,13860,Manual,First Owner
Tata Indigo eCS GLX,2010,290000,19140,Manual,First Owner
Tata Indigo eCS LX BSIV,2011,215000,14190,Manual,First Owner
Tata Indigo eCS LX BSIV,2013,220000,14520,Manual,First Owner
Tata Indigo eCS VX BSIV,2013,300000,19800,Manual,First Owner
Tata Indigo eCS VX BSIV,2012,260000,17160,Manual,First Owner
Tata Indigo GLX,2011,150000,9900,Manual,First Owner
Tata Indigo LX,2012,300000,19800,Manual,First Owner
Tata Indigo LX,2010,130000,8580,Manual,First Owner
Tata Indigo LX,2008,85000,5610,Manual,First Owner
Tata Indigo TDI,2008,210000,13860,Manual,First Owner
Tata Indigo TDI,2012,135000,8910,Manual,First Owner
Tata Indigo V BSIII,2012,229999,15180,Manual,First Owner
Tata Manza Aqua Quadrajet,2011,88000,5808,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet,2011,190000,12540,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2010,210000,13860,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000,21450,Manual,First Owner
Tata Manza Aura Plus Quadrajet BS IV,2011,340000,22440,Manual,First Owner
Tata Manza Aura Plus Safire,2010,150000,9900,Manual,First Owner
Tata Manza Aura Quadrajet,2009,250000,16500,Manual,First Owner
Tata Manza Aura Quadrajet BS IV,2012,310000,20460,Manual,First Owner
Tata Manza Aura Safire,2011,225000,14850,Manual,First Owner
Tata Manza Club Class Quadrajet90 EX,2013,316000,20856,Manual,First Owner
Tata Manza Club Class Quadrajet90 LS,2013,250000,16500,Manual,First Owner
Tata Manza Club Class Quadrajet90 LX,2012,290000,19140,Manual,First Owner
Tata Manza Club Class Quadrajet90 VX,2013,280000,18480,Manual,First Owner
Tata Manza ELAN Quadrajet BS III,2011,250000,16500,Manual,First Owner
Tata Manza ELAN Quadrajet BS IV,2011,265000,17490,Manual,First Owner
Tata Nano CX,2013,80000,5280,Manual,First Owner
Tata Nano Cx,2009,70000,4620,Manual,First Owner
Tata Nano LX,2015,130000,8580,Manual,First Owner
Tata Nano Lx,2011,70000,4620,Manual,First Owner
Tata Nano Lx BSIV,2010,65000,4290,Manual,First Owner
Tata Nano Lx BSIV,2012,60000,3960,Manual,First Owner
Tata Nano STD,2012,64000,4224,Manual,First Owner
Tata Nano Twist XE,2015,110000,7260,Manual,First Owner
Tata Nano Twist XT,2015,165000,10890,Manual,First Owner
Tata Nano XE,2015,80000,5280,Manual,First Owner
Tata Nano XTA,2015,250000,16500,Automatic,First Owner
Tata Nano XTA,2018,250000,16500,Automatic,First Owner
Tata Nano XTA,2016,220000,14520,Automatic,First Owner
Tata New Safari 3L Dicor LX 4x2,2012,450000,29700,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2015,520000,34320,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x4,2011,300000,19800,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,19470,Manual,First Owner
Tata New Safari DICOR 2.2 GX 4x2,2009,500000,33000,Manual,First Owner
Tata New Safari DICOR 2.2 LX 4x2,2009,250000,16500,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x2,2011,350000,23100,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x2,2010,300000,19800,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x2,2012,725000,47850,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,240000,15840,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x4,2009,380000,25080,Manual,First Owner
Tata New Safari Dicor EX 4X2 BS IV,2013,541000,35706,Manual,First Owner
Tata New Safari Dicor GX 4X2 BS IV,2008,200000,13200,Manual,First Owner
Tata Nexon 1.2 Revotron XE,2018,600000,39600,Manual,First Owner
Tata Nexon 1.2 Revotron XM,2018,740000,48840,Manual,First Owner
Tata Nexon 1.2 Revotron XM,2020,537000,35442,Manual,First Owner
Tata Nexon 1.2 Revotron XZ Plus,2018,790000,52140,Manual,First Owner
Tata Nexon 1.2 Revotron XZ Plus,2020,919999,60720,Manual,First Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,811000,53526,Manual,First Owner
Tata Nexon 1.2 Revotron XZA Plus,2020,950000,62700,Automatic,First Owner
Tata Nexon 1.5 Revotorq XE,2017,665000,43890,Manual,First Owner
Tata Nexon 1.5 Revotorq XM,2018,700000,46200,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ Plus,2017,869999,57420,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ Plus,2018,790000,52140,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,860000,56760,Manual,First Owner
Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,75240,Automatic,First Owner
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,67650,Automatic,First Owner
Tata Safari DICOR 2.2 EX 4x2,2012,325000,21450,Manual,First Owner
Tata Safari DICOR 2.2 EX 4x2,2017,625000,41250,Manual,First Owner
Tata Safari DICOR 2.2 EX 4x2,2015,600000,39600,Manual,First Owner
Tata Safari DICOR 2.2 LX 4x2,2012,390000,25740,Manual,First Owner
Tata Safari DICOR 2.2 LX 4x2,2014,459999,30360,Manual,First Owner
Tata Safari Storme EX,2017,800000,52800,Manual,First Owner
Tata Safari Storme EX,2015,503000,33198,Manual,First Owner
Tata Safari Storme EX,2013,550000,36300,Manual,First Owner
Tata Safari Storme EX,2014,500000,33000,Manual,First Owner
Tata Safari Storme LX,2016,900000,59400,Manual,First Owner
Tata Safari Storme LX,2018,875000,57750,Manual,First Owner
Tata Safari Storme LX,2014,575000,37950,Manual,First Owner
Tata Safari Storme VX,2015,925000,61050,Manual,First Owner
Tata Safari Storme VX Varicor 400,2019,1250000,82500,Manual,First Owner
Tata Sumo CX 10 Str BSIV,2011,175000,11550,Manual,First Owner
Tata Sumo CX 9 Seater,2008,150000,9900,Manual,First Owner
Tata Sumo EX,2016,445000,29370,Manual,First Owner
Tata Sumo EX 10/7 Str BSIII,2012,200000,13200,Manual,First Owner
Tata Sumo EX 10/7 Str BSIII,2008,200000,13200,Manual,First Owner
Tata Sumo EX TC,2005,225000,14850,Manual,First Owner
Tata Sumo Gold CX BSIII,2017,570000,37620,Manual,First Owner
Tata Sumo Gold EX,2018,700000,46200,Manual,First Owner
Tata Sumo Gold EX,2015,434999,28710,Manual,First Owner
Tata Sumo Gold EX BSIII,2015,500000,33000,Manual,First Owner
Tata Sumo Gold EX BSIII,2017,400000,26400,Manual,First Owner
Tata Sumo Gold GX,2013,310000,20460,Manual,First Owner
Tata Sumo GX 7 Str BSII,2006,130000,8580,Manual,First Owner
Tata Sumo SE,2002,96000,6336,Manual,First Owner
Tata Tiago 1.05 Revotorq XE,2017,325000,21450,Manual,First Owner
Tata Tiago 1.05 Revotorq XE,2018,450000,29700,Manual,First Owner
Tata Tiago 1.05 Revotorq XM,2017,360000,23760,Manual,First Owner
Tata Tiago 1.05 Revotorq XT,2017,450000,29700,Manual,First Owner
Tata Tiago 1.05 Revotorq XT,2016,400000,26400,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ,2016,380000,25080,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ,2018,540000,35640,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,450000,29700,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,32340,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2018,325000,21450,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2019,346000,22836,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2016,300000,19800,Manual,First Owner
Tata Tiago 1.2 Revotron XM,2018,490000,32340,Manual,First Owner
Tata Tiago 1.2 Revotron XM,2017,350000,23100,Manual,First Owner
Tata Tiago 1.2 Revotron XM,2016,350000,23100,Manual,First Owner
Tata Tiago 1.2 Revotron XM Option,2017,380000,25080,Manual,First Owner
Tata Tiago 1.2 Revotron XT,2019,409999,27060,Manual,First Owner
Tata Tiago 1.2 Revotron XT,2016,350000,23100,Manual,First Owner
Tata Tiago 1.2 Revotron XTA,2018,500000,33000,Automatic,First Owner
Tata Tiago 1.2 Revotron XZ,2017,400000,26400,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2018,450000,29700,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2019,459999,30360,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2016,350000,23100,Manual,First Owner
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,2019,500000,33000,Manual,First Owner
Tata Tiago 1.2 Revotron XZ WO Alloy,2018,560000,36960,Manual,First Owner
Tata Tiago 1.2 Revotron XZ WO Alloy,2017,450000,29700,Manual,First Owner
Tata Tiago 1.2 Revotron XZA,2019,550000,36300,Automatic,First Owner
Tata Tiago 2019-2020 XZ,2020,500000,33000,Manual,First Owner
Tata Tiago 2019-2020 XZ Plus Diesel,2019,670000,44220,Manual,First Owner
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,29700,Manual,First Owner
Tata Tiago NRG Petrol,2019,550000,36300,Manual,First Owner
Tata Tiago NRG Petrol,2018,515000,33990,Manual,First Owner
Tata Tiago NRG Petrol AMT,2019,520000,34320,Automatic,First Owner
Tata Tiago Wizz 1.05 Revotorq,2017,350000,23100,Manual,First Owner
Tata Tiago XT,2019,490000,32340,Manual,First Owner
Tata Tiago XT,2017,440000,29040,Manual,First Owner
Tata Tiago XT,2018,450000,29700,Manual,First Owner
Tata Tigor 1.05 Revotorq XM,2018,500000,33000,Manual,First Owner
Tata Tigor 1.05 Revotorq XZ,2017,420000,27720,Manual,First Owner
Tata Tigor 1.05 Revotorq XZ Option,2017,550000,36300,Manual,First Owner
Tata Tigor 1.2 Revotron XE,2019,450000,29700,Manual,First Owner
Tata Tigor 1.2 Revotron XT,2019,550000,36300,Manual,First Owner
Tata Tigor 1.2 Revotron XT,2018,450000,29700,Manual,First Owner
Tata Tigor 1.2 Revotron XT,2017,550000,36300,Manual,First Owner
Tata Tigor 1.2 Revotron XZ,2019,520000,34320,Manual,First Owner
Tata Tigor 1.2 Revotron XZ,2017,493000,32538,Manual,First Owner
Tata Tigor 1.2 Revotron XZ,2018,550000,36300,Manual,First Owner
Tata Tigor 1.2 Revotron XZ Option,2017,550000,36300,Manual,First Owner
Tata Tigor 1.2 Revotron XZ Option,2018,550000,36300,Manual,First Owner
Tata Tigor 1.2 Revotron XZA,2018,645000,42570,Automatic,First Owner
Tata Tigor 1.2 Revotron XZA,2017,525000,34650,Automatic,First Owner
Tata Tigor 2017-2020 XZ,2018,500000,33000,Manual,First Owner
Tata Tigor 2017-2020 XZ Plus,2019,600000,39600,Manual,First Owner
Tata Tigor 2017-2020 XZ Plus Diesel,2019,900000,59400,Manual,First Owner
Tata Venture EX 7 Str Captain Seats,2014,317000,20922,Manual,First Owner
Tata Winger Deluxe - Flat Roof (Non-AC),2010,235000,15510,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XE,2017,280000,18480,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XE,2019,650000,42900,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XE,2015,350000,23100,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XM,2017,490000,32340,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XM,2018,539000,35574,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XM,2016,320000,21120,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XMS,2018,775000,51150,Manual,First Owner
Tata Zest Quadrajet 1.3 Anniversary Edition,2015,425000,28050,Manual,First Owner
Tata Zest Quadrajet 1.3 XM,2016,360000,23760,Manual,First Owner
Tata Zest Quadrajet 1.3 XM,2015,400000,26400,Manual,First Owner
Tata Zest Quadrajet 1.3 XMS,2015,450000,29700,Manual,First Owner
Tata Zest Quadrajet 1.3 XT,2017,484999,32010,Manual,First Owner
Tata Zest Quadrajet 1.3 XT,2018,575000,37950,Manual,First Owner
Tata Zest Revotron 1.2 XT,2018,520000,34320,Manual,First Owner
Tata Zest Revotron 1.2 XT,2015,380000,25080,Manual,First Owner
Tata Zest Revotron 1.2 XT,2020,500000,33000,Manual,First Owner
Tata Zest Revotron 1.2 XT,2017,550000,36300,Manual,First Owner
Tata Zest Revotron 1.2 XT,2016,400000,26400,Manual,First Owner
Tata Zest Revotron 1.2T XM,2015,340000,22440,Manual,First Owner
Tata Zest Revotron 1.2T XM,2016,400000,26400,Manual,First Owner
Tata Zest Revotron 1.2T XMS,2018,459999,30360,Manual,First Owner
Tata Zest Revotron 1.2T XMS,2017,400000,26400,Manual,First Owner
Tata Zest Revotron 1.2T XMS,2015,450000,29700,Manual,First Owner
Tata Zest Revotron 1.2T XMS,2019,620000,40920,Manual,First Owner
Toyota Camry 2.5 Hybrid,2016,1900000,125400,Automatic,First Owner
Toyota Camry W4 (AT),2009,450000,29700,Automatic,First Owner
Toyota Corolla Altis 1.4 DGL,2017,1594000,105204,Manual,First Owner
Toyota Corolla Altis 1.8 G,2018,1400000,92400,Manual,First Owner
Toyota Corolla Altis 1.8 G CVT,2013,625000,41250,Automatic,First Owner
Toyota Corolla Altis 1.8 VL AT,2012,550000,36300,Automatic,First Owner
Toyota Corolla Altis 1.8 VL AT,2009,400000,26400,Automatic,First Owner
Toyota Corolla Altis 1.8 VL CVT,2018,1590000,104940,Automatic,First Owner
Toyota Corolla Altis D-4D J,2015,1050000,69300,Manual,First Owner
Toyota Corolla Altis Diesel D4DG,2010,300000,19800,Manual,First Owner
Toyota Corolla Altis Diesel D4DG,2012,600000,39600,Manual,First Owner
Toyota Corolla Altis JS MT,2015,1100000,72600,Manual,First Owner
Toyota Etios 1.5 V,2011,285000,18810,Manual,First Owner
Toyota Etios Cross 1.2L G,2015,600000,39600,Manual,First Owner
Toyota Etios Cross 1.4L GD,2014,550000,36300,Manual,First Owner
Toyota Etios G,2011,300000,19800,Manual,First Owner
Toyota Etios G,2016,540000,35640,Manual,First Owner
Toyota Etios G Safety,2011,300000,19800,Manual,First Owner
Toyota Etios GD,2012,235000,15510,Manual,First Owner
Toyota Etios GD,2013,409999,27060,Manual,First Owner
Toyota Etios GD,2015,475000,31350,Manual,First Owner
Toyota Etios Liva 1.2 V Dual Tone,2017,585000,38610,Manual,First Owner
Toyota Etios Liva 1.4 GD,2013,270000,17820,Manual,First Owner
Toyota Etios Liva 1.4 GD,2014,480000,31680,Manual,First Owner
Toyota Etios Liva 1.4 GD,2012,411000,27126,Manual,First Owner
Toyota Etios Liva 1.4 VD,2018,665000,43890,Manual,First Owner
Toyota Etios Liva Diesel,2013,450000,29700,Manual,First Owner
Toyota Etios Liva G,2011,210000,13860,Manual,First Owner
Toyota Etios Liva G,2015,515000,33990,Manual,First Owner
Toyota Etios Liva GD,2013,409999,27060,Manual,First Owner
Toyota Etios Liva GD,2012,300000,19800,Manual,First Owner
Toyota Etios Liva GD,2015,450000,29700,Manual,First Owner
Toyota Etios Liva GD,2014,415000,27390,Manual,First Owner
Toyota Etios Liva GD SP,2012,315000,20790,Manual,First Owner
Toyota Etios Liva VD,2015,550000,36300,Manual,First Owner
Toyota Etios Liva VXD,2014,409999,27060,Manual,First Owner
Toyota Etios V,2011,420000,27720,Manual,First Owner
Toyota Etios VD,2012,400000,26400,Manual,First Owner
Toyota Etios VX,2017,625000,41250,Manual,First Owner
Toyota Etios VXD,2011,350000,23100,Manual,First Owner
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,2000000,132000,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,2018,2940000,194040,Automatic,First Owner
Toyota Fortuner 2.8 2WD MT,2013,1500000,99000,Manual,First Owner
Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,198000,Manual,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,2017,2950000,194700,Automatic,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,2018,3200000,211200,Automatic,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,2016,3100000,204600,Automatic,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,2020,3200000,211200,Automatic,First Owner
Toyota Fortuner 2.8 4WD MT BSIV,2018,3200000,211200,Manual,First Owner
Toyota Fortuner 3.0 Diesel,2012,1680000,110880,Manual,First Owner
Toyota Fortuner 4x2 4 Speed AT,2012,1225000,80850,Automatic,First Owner
Toyota Fortuner 4x2 AT,2015,2000000,132000,Automatic,First Owner
Toyota Fortuner 4x4 AT,2016,1750000,115500,Automatic,First Owner
Toyota Fortuner 4x4 MT,2014,1500000,99000,Manual,First Owner
Toyota Glanza G CVT,2019,800000,52800,Automatic,First Owner
Toyota Glanza G Smart Hybrid,2019,700000,46200,Manual,First Owner
Toyota Glanza V CVT,2019,894999,59070,Automatic,First Owner
Toyota Innova 2.5 E 7 STR,2009,550000,36300,Manual,First Owner
Toyota Innova 2.5 E Diesel MS 7-seater,2010,451999,29832,Manual,First Owner
Toyota Innova 2.5 E Diesel PS 7-Seater,2010,650000,42900,Manual,First Owner
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,46200,Manual,First Owner
Toyota Innova 2.5 EV PS 8 STR BSIV,2011,500000,33000,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2016,950000,62700,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,48180,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,49500,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,700000,46200,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,730000,48180,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000,66000,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,1350000,89100,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,1000000,66000,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,900000,59400,Manual,First Owner
Toyota Innova 2.5 G2,2005,245000,16170,Manual,First Owner
Toyota Innova 2.5 G2,2006,430000,28380,Manual,First Owner
Toyota Innova 2.5 G4 Diesel 7-seater,2006,1050000,69300,Manual,First Owner
Toyota Innova 2.5 G4 Diesel 8-seater,2009,600000,39600,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,900000,59400,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,950000,62700,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000,26400,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1000000,66000,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2010,425000,28050,Manual,First Owner
Toyota Innova 2.5 GX 7 STR,2011,480000,31680,Manual,First Owner
Toyota Innova 2.5 GX 8 STR,2010,550000,36300,Manual,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2010,450000,29700,Manual,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2013,750000,49500,Manual,First Owner
Toyota Innova 2.5 V Diesel 8-seater,2012,911000,60126,Manual,First Owner
Toyota Innova 2.5 V Diesel 8-seater,2008,700000,46200,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,69300,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,950000,62700,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,79200,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000,59400,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1250000,82500,Manual,First Owner
Toyota Innova 2.5 VX 7 STR,2010,515000,33990,Manual,First Owner
Toyota Innova 2.5 VX 8 STR,2012,1100000,72600,Manual,First Owner
Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,49500,Manual,First Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,950000,62700,Manual,First Owner
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1030000,67980,Manual,First Owner
Toyota Innova Crysta 2.4 G MT 8 STR,2020,1560000,102960,Manual,First Owner
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,108900,Manual,First Owner
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,97350,Manual,First Owner
Toyota Innova Crysta 2.4 GX MT BSIV,2017,1750000,115500,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT,2017,1750000,115500,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT,2016,1650000,108900,Manual,First Owner
